,username,tweet,hashtags,label,labeled_tweet
2796,iam__network,"NSW seeks expressions of interest for 3 GW renewable energy zone 

READ MORE:  https://blog.iammarketingmedia.com/nsw-seeks-expressions-of-interest-for-3-gw-renewable-energy-zone/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills* pic.twitter.com/p9DxmIG5zx","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 0.825, 'pos': 0.175, 'compound': 0}",neu
2797,nitori_kappabot,I'll share our nuclear energy with you if you want.,[],"{'neg': 0.0, 'neu': 0, 'pos': 0.444, 'compound': 0}",pos
2798,mcbrdev,In event of the US going full civil unrest and collapsing. Who protects the nuclear weapons (which includes nuclear energy bc it can be weaponized)?,[],"{'neg': 0.167, 'neu': 0, 'pos': 0.144, 'compound': 0}",neg
2799,cdchi1,Great piece on #NuclearEnergy. Now we need common sense in Australian politics and bipartisan support for an intelligent conversation and real action. @LiberalAus @AustralianLabor https://twitter.com/quakes99/status/1267145736547758080 …,['#nuclearenergy'],"{'neg': 0.0, 'neu': 0.701, 'pos': 0.299, 'compound': 0}",neu
2800,4thgenblog,"DOE Nuclear Energy Chief Reaffirms Interest in Foreign Reprocessing for U.S. Spent Fuel

 http://disq.us/t/3oqpilj 
@DOE_NE1
@Energy",[],"{'neg': 0.0, 'neu': 0, 'pos': 0.356, 'compound': 0}",pos
2801,iam__network,"COLUMN-Australia shows how policy can stifle renewable energy future: Russell 

READ MORE:  https://blog.iammarketingmedia.com/column-australia-shows-how-policy-can-stifle-renewable-energy-future-russell/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills+ pic.twitter.com/2sv0O6E3tt","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 0.92, 'pos': 0.08, 'compound': 0}",neu
2802,crab781,"That's ok, I respect your opinion. I can't think of a better analogy, but the protests are kind of like nuclear power. Of course some people will use it to create bombs and hurt others, but they can also lead to good things like nuclear energy which has let our society evolve.",[],"{'neg': 0.1, 'neu': 0, 'pos': 0.278, 'compound': 0}",pos
2803,ilnconsulting,"¡Feliz 70° aniversario .@CNEA_Arg!

#energianuclear
#nuclearenergy
#argentina
#arg
#ilnconsulting

.@iaeaorg @invapargentina @Fundacion_INVAP @iaeaorg @fcdnArg @CienciaEnLaUBA @LanzianiSergio @Nucleoelectrica @Energia_Ar @rafaelmgrossi @mafsul @ViceEnergia @peraltan @Cesar_Patino  https://twitter.com/ilnconsulting/status/1267155575684632576 … pic.twitter.com/sSwRBPFNpp","['#energianuclear', '#nuclearenergy', '#argentina', '#arg', '#ilnconsulting']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
2804,iam__network,"Renewable Energy Update – May 2020 #2 

READ MORE:  https://blog.iammarketingmedia.com/renewable-energy-update-may-2020-2/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills pic.twitter.com/cHon8RM2AA","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0}",neu
2805,georgeo15066407,"Germany is  doing what it wants, coal is not very bad, nuclear energy is not bad  https://twitter.com/dr_l_alexandre/status/1267134659152039939 …",[],"{'neg': 0.0, 'neu': 0, 'pos': 0.356, 'compound': 0}",pos
2806,quakes99,#Nuclear #Energy is Alive & Kicking in #USA🇺🇸🦵⚛️ as America Just Made a Huge Investment in Next-Gen Nuclear Reactors 💰🏗️↗️ #uranium #SMR #CarbonFree #CleanEnergy #U3O8 #mining #ZeroUSminedSupply #RisingDemand #SupplySqueeze🗜️ https://www.popularmechanics.com/science/a32598099/advanced-nuclear-power-tiny-reactors/ …,"['#nuclear', '#energy', '#usa', '#uranium', '#smr', '#carbonfree', '#cleanenergy', '#u3o8', '#mining', '#zerousminedsupply', '#risingdemand', '#supplysqueeze']","{'neg': 0.0, 'neu': 0.841, 'pos': 0.159, 'compound': 0}",neu
2807,tokuhiroakira,"(Opinion. While societal reflection, painful change, paradigm shifts are need, energy sector, notably #NuclearEnergy, has been there -before, during and w/ a plan all the way to 2060. Restart w/ energy.)  https://twitter.com/cathmckenna/status/1267084285594537984 …",['#nuclearenergy'],"{'neg': 0.078, 'neu': 0.809, 'pos': 0.113, 'compound': 0}",neu
2808,iam__network,"How is the Coronavirus Pandemic Affecting the Renewable Energy Industry? 

READ MORE:  https://blog.iammarketingmedia.com/how-is-the-coronavirus-pandemic-affecting-the-renewable-energy-industry/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills* pic.twitter.com/pigy0fKCG1","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 0.907, 'pos': 0.093, 'compound': 0}",neu
2809,realookafor,"I like Nuclear Energy. 
☢️♻️🌐",[],"{'neg': 0.0, 'neu': 0, 'pos': 0.365, 'compound': 0}",pos
2810,iam__network,"Lux Research: Renewable energy supply chain will take decades to establish, but can be 

READ MORE:  https://blog.iammarketingmedia.com/lux-research-renewable-energy-supply-chain-will-take-decades-to-establish-but-can-be-cost-effective/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills+ pic.twitter.com/e3EojsBimn","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 0.948, 'pos': 0.052, 'compound': 0}",neu
2811,nirupamasen,Sharing an article on SMRs from my Nuclear Energy - The Better Energy website -  https://thebetterenergy.net/smr ,[],"{'neg': 0.0, 'neu': 0, 'pos': 0.452, 'compound': 0}",pos
2812,iam__network,"The U.S. consumed more renewable energy than coal in 2019 – Marketplace 

READ MORE:  https://blog.iammarketingmedia.com/the-u-s-consumed-more-renewable-energy-than-coal-in-2019-marketplace/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills~ pic.twitter.com/qIiedfBxGp","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 0.916, 'pos': 0.084, 'compound': 0}",neu
2813,iam__network,"Indian oil giants to set up joint venture to expand renewable energy footprint – Energy Live News 

READ MORE:  https://blog.iammarketingmedia.com/indian-oil-giants-to-set-up-joint-venture-to-expand-renewable-energy-footprint-energy-live-news/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills* pic.twitter.com/OpURCfOI3T","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 0.817, 'pos': 0.183, 'compound': 0}",neu
2814,jamie1958,Our National Security Requires a Stronger Nuclear-Energy Industry  https://www.defenseone.com/ideas/2020/05/our-national-security-requires-stronger-nuclear-energy-industry/165740/ … via @defenseone,[],"{'neg': 0.0, 'neu': 0, 'pos': 0.333, 'compound': 0}",pos
2815,boredglobalist,"You don’t want a federal jobs guarantee, national rent control, and ban on nuclear energy?! Ha! You must be a Right Winger!",[],"{'neg': 0.129, 'neu': 0, 'pos': 0.225, 'compound': 0}",pos
2816,nassaualex,"Saying that climate change is an impending disaster that must be stopped at all costs. But refusing to recognise the economic and technological costs associated with transitioning.
Refusing to consider nuclear energy as a viable option even though it is cheaper and safer.",[],"{'neg': 0.204, 'neu': 0, 'pos': 0.117, 'compound': 0}",neg
2817,whnsc,Great to see a return of U.S. leadership in the civil nuclear industry and a recognition that America’s national security depends on a strong nuclear energy sector.  https://www.defenseone.com/ideas/2020/05/our-national-security-requires-stronger-nuclear-energy-industry/165740/ …,[],"{'neg': 0.0, 'neu': 0, 'pos': 0.322, 'compound': 0}",pos
2818,truthfulali,"Nuclear Energy is not for Nigeria and we all the obvious reason.

Is not a shame for a man to understand/recognise some women can do what he claimed to be doing better...  https://twitter.com/DefenseNigeria/status/1267085345910382595 …",[],"{'neg': 0.0, 'neu': 0.804, 'pos': 0.196, 'compound': 0}",neu
2819,truthfulali,"For a Country that couldn't maintained hydro power plants to think of nuclear energy. I beg, make una no kill us all.

Serious Country like Japan👉 we have seen what happened in Fukushima.

One indiscipline politician will loot the maintenance fund & all of us are dead. No!  https://twitter.com/DefenseNigeria/status/1267085345910382595 …",[],"{'neg': 0.089, 'neu': 0.775, 'pos': 0.136, 'compound': 0}",neu
2820,chelsea_craft,"omg when they read mine the nuclear energy from my rage is going to give them fatal radiation burns... 

Then they'll realize pain isn't Catastrophized. It's real.",[],"{'neg': 0.293, 'neu': 0, 'pos': 0.059, 'compound': 0}",neg
2821,rowan40040602,South Africa has a  nuclear energy @Eskom_SA plant in Koberg Western Cape though.,[],"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0}",neu
2822,iam__network,"Panorama – Appetite for renewables among investors remains strong according to specialist f 

READ MORE:  https://blog.iammarketingmedia.com/panorama-appetite-for-renewables-among-investors-remains-strong-according-to-specialist-financial-adviser-renewable-energy-magazine-at-the-heart-of-clean-energy-journalism/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills* pic.twitter.com/jh2RJZzwlX","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0}",neu
2823,beyondnuclear,"We're back to absurdist Cold War ""Commie plot"" rhetoric making the rounds trying to frighten us into believing that the US is on the losing end to Russia and China in a race for nuclear energy greatness. It's really a money grab. Not a ""mineshaft gap"".  https://bit.ly/2Mlmrhz ",[],"{'neg': 0.165, 'neu': 0.796, 'pos': 0.039, 'compound': 0}",neu
2824,iam__network,"Coal-fired generation ‘over’ in Germany 

READ MORE:  https://blog.iammarketingmedia.com/coal-fired-generation-over-in-germany/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills+ pic.twitter.com/Sb8UYzxpaO","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
2825,iam__network,"Nevada’s Renewable Energy Sector Faces Some Clouds And — Perhaps Soon — Sunny Days 

READ MORE:  https://blog.iammarketingmedia.com/nevadas-renewable-energy-sector-faces-some-clouds-and-perhaps-soon-sunny-days/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills pic.twitter.com/Y1MOx6qbXO","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 0.846, 'pos': 0.154, 'compound': 0}",neu
2826,iam__network,"IEA: The Renewable Energy Boom Will Restart In 2021 |  http://OilPrice.com  

READ MORE:  https://blog.iammarketingmedia.com/iea-the-renewable-energy-boom-will-restart-in-2021-oilprice-com/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills* pic.twitter.com/RovIckyb4I","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 0.923, 'pos': 0.077, 'compound': 0}",neu
2827,porterfolio,...while we slowly and incrementally stem the bloody tide of African American men killed by law enforcement. We're asking you to take that energy—that energy that has consumed our country—that energy that is a nuclear energy that could either destroy us or it could bring us...,[],"{'neg': 0.191, 'neu': 0, 'pos': 0.11, 'compound': 0}",neg
2828,kenneyd79,"The folks that need to be directly asked about harnessing their ""Nuclear energy"" and channel it for good do not look like me. As much as we say the deceased names, is just as much as they need to be directly called out. #AMJoy @melvincarter3 @MayorFrey",['#amjoy'],"{'neg': 0.042, 'neu': 0.858, 'pos': 0.1, 'compound': 0}",neu
2829,nuclear94,Our National Security Requires a Stronger Nuclear-Energy Industry @SecBrouillette  https://www.defenseone.com/ideas/2020/05/our-national-security-requires-stronger-nuclear-energy-industry/165740/ … via @defenseone,[],"{'neg': 0.0, 'neu': 0, 'pos': 0.312, 'compound': 0}",pos
2830,mann_chy,"Run on Nuclear energy, Freedom!",[],"{'neg': 0.0, 'neu': 0, 'pos': 0.687, 'compound': 0}",pos
2831,keyboardbrian,It was the tree of the knowledge of good and evil and I heard someone say it is the span or the spectrum from good to evil.  Therefore we can use fire to cook or use it to destroy.  We can say calming things or we can gin up angst. We can use nuclear energy to light homes or...,[],"{'neg': 0.193, 'neu': 0, 'pos': 0.139, 'compound': 0}",neg
2832,iam__network,"EU urged to unlock green hydrogen potential 

READ MORE:  https://blog.iammarketingmedia.com/eu-urged-to-unlock-green-hydrogen-potential/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills+ pic.twitter.com/z8yDvaL8wD","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
2833,dbusiness,"Researchers at the University of Michigan in Ann Arbor were awarded a three-year, $5.2 million grant from the Advanced Research Projects Agency-Energy to find a way to offer safer and more affordable nuclear energy.  https://www.dbusiness.com/daily-news/university-of-michigan-researchers-awarded-5-2m-to-create-simulator-for-safer-nuclear-power/ …",[],"{'neg': 0.0, 'neu': 0.715, 'pos': 0.285, 'compound': 0}",neu
2834,avarith_grey,"Yeah, that is why I do push unironically for nuclear energy. We have okay alternatives but we have a great one but it requires something people hate, Responsibility. Cause of someone fucks up a reactor it is not gonna do damage over time it's gonna cause lots of damage now.",[],"{'neg': 0.195, 'neu': 0, 'pos': 0.198, 'compound': 0}",pos
2835,iam__network,"USA Is #1 In The World For Renewable Energy Investment Attractiveness 

READ MORE:  https://blog.iammarketingmedia.com/usa-is-1-in-the-world-for-renewable-energy-investment-attractiveness/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills* pic.twitter.com/b869VQ5xt4","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 0.83, 'pos': 0.17, 'compound': 0}",neu
2836,auchizad,"People concerned about police getting away with murder but don't want to talk about busting up private sector unions are the same people concerned about climate change but don't want to talk about nuclear energy.

There is a good solution but it conflicts with your priors.  https://twitter.com/EllenBarryNYT/status/1267062482868322304 …",[],"{'neg': 0.15, 'neu': 0, 'pos': 0.159, 'compound': 0}",pos
2837,defensenigeria,"For a country that produces 4,000 megawatts of electricity nuclear energy research was one of the few things the Nigerian government was thinking long term about.  pic.twitter.com/aGh3CN97tK",[],"{'neg': 0.0, 'neu': 0.925, 'pos': 0.075, 'compound': 0}",neu
2838,defensenigeria,"Also,Centre for Nuclear Energy Research and Training University of Maiduguri, and Centre for Nuclear Energy Studies, University of Port Harcourt. The other is the Centre for Nuclear Energy Studies and Training , Federal University of Technology, Owerri.",[],"{'neg': 0.0, 'neu': 0.844, 'pos': 0.156, 'compound': 0}",neu
2839,iam__network,"Enel Expands Renewable Energy Platform In US & Chile 

READ MORE:  https://blog.iammarketingmedia.com/enel-expands-renewable-energy-platform-in-us-chile/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills pic.twitter.com/hD9w3zsGYn","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 0.863, 'pos': 0.137, 'compound': 0}",neu
2840,defensenigeria,"It's sad Nigerians were kept in the dark that 5 universities host nuclear energy centres of excellence. First two were the Centre for Energy Research and Training , Ahmadu Bello University, Zaria and Centre for Energy Research and Development, Obafemi Awolowo University",[],"{'neg': 0.061, 'neu': 0.733, 'pos': 0.206, 'compound': 0}",neu
2841,iam__network,"Manor Renewable Energy unveils Covid-19-compliant CTV 

READ MORE:  https://blog.iammarketingmedia.com/manor-renewable-energy-unveils-covid-19-compliant-ctv/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills* pic.twitter.com/4TcKZRrZO3","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0}",neu
2842,iam__network,"US consumes more renewable energy than coal for first time since 1885 

READ MORE:  https://blog.iammarketingmedia.com/us-consumes-more-renewable-energy-than-coal-for-first-time-since-1885/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills~ pic.twitter.com/v7sVuSFf3k","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 0.916, 'pos': 0.084, 'compound': 0}",neu
2843,iam__network,"Huge Uungula wind project edges closer in NSW renewable energy zone 

READ MORE:  https://blog.iammarketingmedia.com/huge-uungula-wind-project-edges-closer-in-nsw-renewable-energy-zone/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills* pic.twitter.com/nbkWliu12M","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 0.845, 'pos': 0.155, 'compound': 0}",neu
2844,4stephenmichael,"Whites unlocked the secrets of DNA and relativity, launched satellites, created automation, discovered electricity and nuclear energy, invented automobiles, aircraft, submarines, radio, television, computers, medicine, telephones, light bulbs, photography, and other technology.",[],"{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0}",neu
2845,okuubot_en,"Nuclear energy creates an almost everlasting,
super high temperature power; this is Lord Yatagarasu's power.",[],"{'neg': 0.0, 'neu': 0, 'pos': 0.395, 'compound': 0}",pos
2846,iam__network,"Netherlands using more renewable energy, mostly biomass 

READ MORE:  https://blog.iammarketingmedia.com/netherlands-using-more-renewable-energy-mostly-biomass/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills~ pic.twitter.com/Gao37Rh7I0","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 0.898, 'pos': 0.102, 'compound': 0}",neu
2847,alexandremargas,#NuclearEnergy  https://twitter.com/lenergeek/status/1267022813065510912 …,['#nuclearenergy'],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
2848,naiic_simple,"What are the issues with nuclear energy? (English)　ILLUSTRATED VIDEO⑥
 http://www.youtube.com/watch?v=0IHL_GIgv1o …",[],"{'neg': 0.0, 'neu': 0.817, 'pos': 0.183, 'compound': 0}",neu
2849,jongar00990153,"What was the female Dr's line in V for Vendetta ""who needs nuclear energy when you can destroy a population with a virus and leave all the assets intact""",[],"{'neg': 0.137, 'neu': 0, 'pos': 0.163, 'compound': 0}",pos
2850,iam__network,"NSW to kick-start renewable energy investment 

READ MORE:  https://blog.iammarketingmedia.com/nsw-to-kick-start-renewable-energy-investment/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills* pic.twitter.com/FUPSTOu2R3","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0}",neu
2851,iam__network,"Renewable Energy Generation More Resilient to COVID-19 Challenges than Others: Report – Mercom I 

READ MORE:  https://blog.iammarketingmedia.com/renewable-energy-generation-more-resilient-to-covid-19-challenges-than-others-report-mercom-india/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills pic.twitter.com/5wH1XaTuCt","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 0.888, 'pos': 0.112, 'compound': 0}",neu
2852,lupemax,says she who now supports nuclear energy&is totally bought off by totally corrupt DNC so-called leadership Pelosi.. NYC police have ALWAYS been corrupt violent racist bigoted & priority hire vets returning from corpo  with PTSD.  What could possibly go wrong?,[],"{'neg': 0.222, 'neu': 0.727, 'pos': 0.051, 'compound': 0}",neu
2853,iam__network,"Australia shows how policy can stifle renewable energy future: Russell 

READ MORE:  https://blog.iammarketingmedia.com/australia-shows-how-policy-can-stifle-renewable-energy-future-russell/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills+ pic.twitter.com/azj0L3WNu1","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 0.92, 'pos': 0.08, 'compound': 0}",neu
2854,hotzoneme,"Design of nuclear power plants
 https://www.iaea.org/topics/design 
#nuclearpower #renewableenergy #nuclearenergy #iaea pic.twitter.com/bKmNsD9E6Z","['#nuclearpower', '#renewableenergy', '#nuclearenergy', '#iaea']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
2855,iam__network,"Renewable energy in the US surpassed coal for first time in more than a century 

READ MORE:  https://blog.iammarketingmedia.com/renewable-energy-in-the-us-surpassed-coal-for-first-time-in-more-than-a-century/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills~ pic.twitter.com/6jNidUvlZ4","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 0.932, 'pos': 0.068, 'compound': 0}",neu
2856,iam__network,"OPINION: RTC Renewable Energy as the new normal – Learnings from Karnataka and Tamil Nadu – ET Ene 

READ MORE:  https://blog.iammarketingmedia.com/opinion-rtc-renewable-energy-as-the-new-normal-learnings-from-karnataka-and-tamil-nadu-et-energyworld/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills pic.twitter.com/q8wnWCw743","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 0.938, 'pos': 0.062, 'compound': 0}",neu
2857,shakzoom,Proposing New Initiatives for Pakistan's Nuclear Energy Technologies  https://dailytimes.com.pk/596421/proposing-new-initiatives-for-pakistans-nuclear-energy-technologies/ … via @dailytimespak,[],"{'neg': 0.0, 'neu': 0.84, 'pos': 0.16, 'compound': 0}",neu
2858,iam__network,"Chris Hamilton: Renewable energy doesn’t need its tax credits 

READ MORE:  https://blog.iammarketingmedia.com/chris-hamilton-renewable-energy-doesnt-need-its-tax-credits/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills+ pic.twitter.com/zUqwKTD8o7","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 0.827, 'pos': 0.173, 'compound': 0}",neu
